Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score
2020,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Electrical accident,None,4,0,32,10+ years,Certified,Night,74
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Side fall,Heavy Earth Moving Machinery,5,0,20,1–3 years,Advanced,Morning,59
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Fall of person,Loader,5,0,28,1–3 years,Basic,Afternoon,42
2020,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Side fall,Truck,5,0,28,3–5 years,Basic,Afternoon,39
2020,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Haul Road,Fall of person,Truck,5,0,35,5–10 years,Basic,Afternoon,59
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Explosion,Truck,4,0,41,5–10 years,Certified,Morning,87
2020,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,5,0,48,10+ years,Certified,Night,77
2020,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,4,0,19,<1 year,Intermediate,Afternoon,51
2020,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Fall of person,Heavy Earth Moving Machinery,5,0,21,1–3 years,Basic,Night,50
2020,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Roof fall,Truck,7,0,28,<1 year,Advanced,Night,78
2020,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,44,5–10 years,Basic,Night,61
2020,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,None,6,0,36,3–5 years,Certified,Night,78
2020,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,5,0,35,10+ years,Certified,Afternoon,71
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Shaft,Side fall,None,5,0,18,<1 year,Intermediate,Night,57
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,0,37,<1 year,Certified,Afternoon,83
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Gas leakage,Heavy Earth Moving Machinery,9,1,22,1–3 years,Basic,Morning,43
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Vehicle rollover,Excavator,3,0,19,1–3 years,Intermediate,Morning,58
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Side fall,Excavator,4,0,30,1–3 years,Basic,Night,48
2020,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Shaft,Vehicle rollover,Truck,4,0,25,3–5 years,Advanced,Afternoon,71
2020,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Gas leakage,Excavator,8,0,27,1–3 years,Basic,Afternoon,49
2020,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Shaft,Fire,None,4,0,20,<1 year,Basic,Night,50
2020,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Roof fall,Drill,3,0,24,3–5 years,Certified,Morning,87
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Shaft,Fire,Drill,4,0,23,3–5 years,Basic,Morning,83
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Haul Road,Fall of person,Truck,7,0,18,<1 year,Intermediate,Afternoon,54
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Side fall,Truck,9,0,18,<1 year,None,Night,56
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Electrical accident,Heavy Earth Moving Machinery,6,0,23,<1 year,None,Morning,40
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Machinery collision,Truck,5,0,18,<1 year,Intermediate,Night,58
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Gas leakage,None,5,0,30,5–10 years,Basic,Night,66
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,4,0,26,1–3 years,Certified,Night,65
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Vehicle rollover,Truck,4,0,39,10+ years,Intermediate,Night,94
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Stockyard,Explosion,None,5,0,22,1–3 years,Intermediate,Afternoon,59
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Explosion,Dumper,9,0,23,<1 year,Advanced,Night,60
2020,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Excavation Area,Vehicle rollover,None,5,0,26,3–5 years,Intermediate,Night,62
2020,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Gas leakage,Loader,9,0,22,<1 year,Intermediate,Night,55
2020,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Face,Explosion,Loader,7,0,21,<1 year,Basic,Morning,46
2020,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Side fall,Dumper,5,0,24,3–5 years,Intermediate,Afternoon,65
2020,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Excavation Area,Explosion,Excavator,5,0,24,3–5 years,Basic,Night,70
2020,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Fall of person,None,7,0,39,3–5 years,None,Afternoon,48
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Explosion,Heavy Earth Moving Machinery,7,0,28,1–3 years,Certified,Night,93
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Haul Road,Fire,Dumper,9,0,32,3–5 years,Basic,Afternoon,50
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Electrical accident,Loader,3,0,35,5–10 years,Advanced,Afternoon,66
2020,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Vehicle rollover,Excavator,6,0,34,1–3 years,Intermediate,Afternoon,52
2021,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Workshop,Fall of person,Drill,5,0,29,<1 year,Certified,Afternoon,89
2021,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Machinery collision,Truck,5,0,18,1–3 years,Intermediate,Morning,76
2021,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Excavation Area,Blasting accident,Excavator,5,0,34,3–5 years,Intermediate,Afternoon,63
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Side fall,Dumper,4,0,25,3–5 years,Intermediate,Night,51
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,6,0,20,<1 year,Intermediate,Afternoon,64
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Side fall,Excavator,7,0,25,3–5 years,Basic,Night,66
2021,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,5,0,41,5–10 years,Certified,Afternoon,91
2021,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Stockyard,Vehicle rollover,Dumper,5,0,22,<1 year,Advanced,Night,60
2021,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Vehicle rollover,Truck,5,0,36,10+ years,Basic,Morning,55
2021,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Side fall,Dumper,6,1,35,5–10 years,None,Afternoon,61
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Excavation Area,Machinery collision,Truck,6,0,27,1–3 years,None,Morning,25
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Stockyard,Electrical accident,Truck,4,0,27,5–10 years,Intermediate,Morning,77
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Machinery collision,Truck,3,0,35,10+ years,Advanced,Night,73
2021,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Machinery collision,Loader,7,0,33,3–5 years,Intermediate,Night,64
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Blasting accident,Loader,5,0,39,10+ years,Basic,Night,80
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Machinery collision,Truck,5,0,18,<1 year,Intermediate,Night,74
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Roof fall,Excavator,2,0,38,10+ years,Intermediate,Morning,94
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Fall of person,Truck,9,0,21,1–3 years,Certified,Night,72
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Blasting accident,Truck,9,0,28,1–3 years,Certified,Morning,77
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Roof fall,Dumper,5,0,25,1–3 years,Basic,Afternoon,75
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Blasting accident,None,7,0,21,1–3 years,None,Morning,41
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fall of person,None,4,0,28,3–5 years,Basic,Morning,67
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Stockyard,Side fall,Loader,3,0,31,5–10 years,None,Afternoon,52
2021,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Haul Road,Vehicle rollover,Truck,6,0,36,10+ years,Advanced,Night,67
2021,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Face,Gas leakage,Excavator,4,0,20,1–3 years,Advanced,Morning,65
2021,Jharkhand,Giridih,Giridih Coalfield,Opencast,Haul Road,Fire,Truck,4,0,23,1–3 years,Intermediate,Night,77
2021,Jharkhand,Giridih,Giridih Coalfield,Underground,Workshop,Machinery collision,Excavator,4,0,41,10+ years,Basic,Night,76
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Roof fall,Heavy Earth Moving Machinery,4,0,33,5–10 years,Certified,Afternoon,95
2021,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Blasting accident,Drill,2,0,39,10+ years,Intermediate,Afternoon,92
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Side fall,Excavator,7,0,35,3–5 years,Basic,Night,67
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Fall of person,Heavy Earth Moving Machinery,4,0,34,10+ years,Basic,Morning,55
2021,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Stockyard,Gas leakage,Dumper,5,0,53,10+ years,Intermediate,Night,83
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Stockyard,Gas leakage,Dumper,4,0,25,5–10 years,Certified,Morning,83
2021,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Workshop,Electrical accident,Loader,4,0,20,<1 year,Intermediate,Afternoon,64
2021,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,7,0,34,<1 year,Certified,Night,67
2021,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Truck,4,0,23,1–3 years,Intermediate,Night,62
2021,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Haul Road,Vehicle rollover,Drill,3,0,26,<1 year,Intermediate,Night,81
2021,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Excavation Area,Blasting accident,Dumper,7,0,32,1–3 years,None,Night,58
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Roof fall,None,4,0,18,<1 year,Advanced,Morning,69
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Shaft,Explosion,Loader,4,0,39,10+ years,Intermediate,Morning,90
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,31,3–5 years,Advanced,Night,76
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,Excavator,6,0,24,1–3 years,Basic,Afternoon,46
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Machinery collision,Dumper,1,0,40,10+ years,Advanced,Morning,99
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Haul Road,Blasting accident,Dumper,6,0,38,10+ years,None,Morning,56
2021,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Workshop,Electrical accident,Loader,3,0,34,3–5 years,Certified,Afternoon,86
2021,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Machinery collision,None,2,0,34,5–10 years,Intermediate,Morning,90
2021,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Electrical accident,Excavator,7,0,28,<1 year,Intermediate,Morning,57
2021,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,3,0,18,<1 year,Certified,Morning,65
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Workshop,Electrical accident,Excavator,4,0,26,3–5 years,Intermediate,Morning,63
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Face,Vehicle rollover,Excavator,7,0,32,10+ years,Intermediate,Afternoon,64
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Shaft,Explosion,Heavy Earth Moving Machinery,6,0,24,1–3 years,Certified,Night,83
2021,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Face,Gas leakage,Drill,6,0,26,1–3 years,Advanced,Night,64
2021,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Machinery collision,Excavator,2,0,44,10+ years,Advanced,Night,73
2021,Odisha,Angul,Talcher Coal Mine,Underground,Face,Gas leakage,Truck,5,0,45,10+ years,Advanced,Night,93
2021,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Electrical accident,Excavator,5,0,39,1–3 years,Certified,Morning,83
2021,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Shaft,Fire,None,3,0,42,10+ years,Intermediate,Night,77
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Explosion,Dumper,4,0,35,3–5 years,Basic,Night,54
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Blasting accident,Excavator,4,0,26,<1 year,Advanced,Night,66
2021,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Vehicle rollover,Heavy Earth Moving Machinery,6,0,31,5–10 years,Certified,Night,91
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Face,Blasting accident,Heavy Earth Moving Machinery,5,0,43,10+ years,Intermediate,Night,67
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Stockyard,Explosion,Loader,8,0,33,1–3 years,Basic,Afternoon,51
2021,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Gas leakage,Excavator,3,0,33,5–10 years,Intermediate,Morning,67
2021,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Stockyard,Fire,None,3,0,44,10+ years,Intermediate,Night,88
2021,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Electrical accident,Drill,2,0,32,5–10 years,Advanced,Night,92
2021,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Face,Side fall,None,4,0,20,<1 year,Basic,Night,38
2021,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Fall of person,None,4,1,19,<1 year,Basic,Afternoon,57
2021,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Blasting accident,Heavy Earth Moving Machinery,3,0,41,10+ years,Advanced,Morning,87
2021,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Excavation Area,Fall of person,None,3,0,33,5–10 years,Advanced,Morning,86
2021,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Electrical accident,Heavy Earth Moving Machinery,7,1,44,10+ years,None,Night,48
2021,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Roof fall,Loader,6,0,32,<1 year,Basic,Morning,25
2021,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Fall of person,Excavator,4,0,30,5–10 years,None,Afternoon,61
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Roof fall,Loader,7,0,37,5–10 years,Basic,Night,65
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Face,Machinery collision,Excavator,7,0,18,3–5 years,None,Afternoon,47
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,3,0,39,5–10 years,None,Afternoon,61
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Fire,Dumper,5,1,23,1–3 years,Basic,Morning,50
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Excavation Area,Side fall,Excavator,5,0,40,3–5 years,Advanced,Morning,63
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Gas leakage,Truck,7,0,30,<1 year,None,Night,27
2021,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Face,Side fall,Excavator,3,0,39,10+ years,Intermediate,Afternoon,74
2021,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Workshop,Fall of person,Excavator,5,0,39,1–3 years,Advanced,Afternoon,68
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,4,0,37,3–5 years,Certified,Night,81
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,22,<1 year,Advanced,Morning,80
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Shaft,Blasting accident,Heavy Earth Moving Machinery,9,1,27,<1 year,None,Morning,36
2021,West Bengal,Bankura,Bankura Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,4,0,28,1–3 years,Basic,Afternoon,60
2021,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Side fall,None,6,0,18,1–3 years,Advanced,Night,58
2021,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Machinery collision,Drill,10,0,22,1–3 years,Advanced,Morning,63
2021,West Bengal,Purulia,Purulia Coal Mine,Opencast,Haul Road,Machinery collision,Loader,3,0,34,5–10 years,None,Afternoon,81
2021,West Bengal,Purulia,Purulia Coal Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,44,10+ years,Basic,Night,82
2022,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Blasting accident,Drill,5,0,28,<1 year,Intermediate,Morning,63
2022,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Side fall,Drill,6,0,37,5–10 years,None,Night,53
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Electrical accident,Excavator,2,0,25,1–3 years,Advanced,Afternoon,88
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,7,0,20,<1 year,Intermediate,Night,52
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Stockyard,Fall of person,Loader,4,0,21,<1 year,Certified,Afternoon,75
2022,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Explosion,Dumper,6,0,26,1–3 years,Basic,Afternoon,62
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Shaft,Machinery collision,None,5,0,43,10+ years,Intermediate,Night,89
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Fire,Dumper,3,0,24,3–5 years,Advanced,Night,84
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Gas leakage,None,6,0,44,10+ years,None,Night,62
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Haul Road,Explosion,Dumper,6,0,33,<1 year,Intermediate,Night,66
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Electrical accident,None,3,0,39,5–10 years,Intermediate,Afternoon,69
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,5,0,28,<1 year,Basic,Night,49
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Face,Fire,Truck,5,0,21,3–5 years,None,Afternoon,46
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Excavation Area,Blasting accident,Loader,7,0,18,1–3 years,Intermediate,Night,77
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Electrical accident,None,2,0,42,3–5 years,Intermediate,Morning,82
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Roof fall,None,5,0,39,5–10 years,Basic,Afternoon,72
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Electrical accident,Truck,7,0,26,<1 year,Advanced,Morning,70
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,8,0,24,1–3 years,Basic,Night,82
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Roof fall,Loader,6,0,31,<1 year,Intermediate,Night,42
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Roof fall,None,3,0,25,<1 year,Intermediate,Morning,63
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Gas leakage,Excavator,7,0,22,1–3 years,None,Morning,48
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Excavation Area,Gas leakage,Heavy Earth Moving Machinery,6,1,29,5–10 years,Basic,Morning,63
2022,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fall of person,Truck,2,0,30,5–10 years,Intermediate,Morning,87
2022,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Fall of person,Excavator,3,0,39,5–10 years,Basic,Afternoon,59
2022,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,7,0,27,<1 year,None,Morning,49
2022,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Electrical accident,Truck,4,0,19,<1 year,Certified,Morning,81
2022,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Workshop,Blasting accident,Drill,6,0,29,5–10 years,Intermediate,Afternoon,94
2022,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Shaft,Machinery collision,Drill,5,1,26,1–3 years,None,Morning,29
2022,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Excavation Area,Vehicle rollover,None,6,1,29,<1 year,Advanced,Afternoon,59
2022,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Haul Road,Machinery collision,Dumper,3,0,32,10+ years,Basic,Morning,77
2022,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Vehicle rollover,Drill,4,0,18,1–3 years,Advanced,Afternoon,62
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Blasting accident,Dumper,8,0,20,1–3 years,Basic,Afternoon,55
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,3,0,41,10+ years,Intermediate,Afternoon,80
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,None,6,0,35,3–5 years,None,Night,65
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Blasting accident,Loader,4,0,21,3–5 years,Advanced,Night,65
2022,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Roof fall,Dumper,4,0,24,1–3 years,Certified,Morning,98
2022,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,2,0,41,5–10 years,Certified,Afternoon,100
2022,Odisha,Angul,Talcher Coal Mine,Underground,Face,Gas leakage,Dumper,5,0,50,10+ years,Advanced,Night,100
2022,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Fire,Truck,4,1,18,1–3 years,Advanced,Night,51
2022,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Explosion,Heavy Earth Moving Machinery,7,0,20,<1 year,Basic,Afternoon,47
2022,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,4,0,20,1–3 years,None,Afternoon,55
2022,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Fire,Truck,6,0,32,5–10 years,Intermediate,Night,88
2022,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,6,0,25,<1 year,Advanced,Night,82
2022,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Workshop,Blasting accident,Truck,3,0,28,3–5 years,Basic,Night,71
2022,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Explosion,Loader,3,0,29,5–10 years,Basic,Morning,65
2022,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Side fall,Truck,4,1,26,1–3 years,Intermediate,Afternoon,76
2022,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Gas leakage,Loader,4,1,38,3–5 years,Advanced,Night,84
2022,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Face,Electrical accident,None,4,0,28,3–5 years,Advanced,Morning,49
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Gas leakage,Loader,4,0,29,<1 year,Advanced,Afternoon,100
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,None,6,0,26,<1 year,Intermediate,Night,69
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Stockyard,Machinery collision,Excavator,4,0,30,3–5 years,Advanced,Afternoon,93
2022,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Explosion,Heavy Earth Moving Machinery,11,0,22,1–3 years,None,Afternoon,26
2022,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Workshop,Machinery collision,Dumper,2,0,32,3–5 years,Advanced,Night,90
2022,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Roof fall,Drill,3,0,29,3–5 years,Advanced,Afternoon,92
2022,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,3,0,24,3–5 years,None,Night,79
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Workshop,Fall of person,Dumper,5,0,19,1–3 years,Advanced,Night,85
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Fall of person,Heavy Earth Moving Machinery,4,0,39,5–10 years,Basic,Night,76
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,7,0,29,5–10 years,Basic,Morning,56
2022,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,2,0,23,5–10 years,Advanced,Afternoon,74
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Face,Roof fall,None,6,0,48,10+ years,Intermediate,Night,75
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Shaft,Fire,Excavator,3,0,44,10+ years,Advanced,Morning,86
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Blasting accident,Drill,6,0,25,3–5 years,Basic,Morning,70
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,3,0,30,3–5 years,Advanced,Night,76
