Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level,Pre_Accident_Risk_Score,Pre_Accident_Risk_Level
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,4,0,32,1–3 years,Intermediate,Afternoon,63,80.22806194386018,High,66.2140309719301,Moderate
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Gas leakage,None,5,0,23,<1 year,Advanced,Night,75,,Very High,61.11418080947869,Moderate
2019,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Face,Machinery collision,None,4,0,21,1–3 years,Basic,Afternoon,60,,Very High,71.7991997508665,High
2019,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Excavation Area,Explosion,Drill,5,0,25,5–10 years,None,Morning,52,,Very High,70.61459904175322,High
2019,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Face,Roof fall,Loader,3,0,32,5–10 years,Certified,Morning,90,48.25144847535584,Moderate,29.62572423767792,Low
2019,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,5,0,23,<1 year,Certified,Morning,81,84.11851536769444,High,65.75925768384722,Moderate
2019,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Shaft,Machinery collision,Drill,3,0,35,3–5 years,Certified,Afternoon,75,59.68401995631171,Moderate,51.84200997815586,Low
2019,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Face,Electrical accident,None,6,0,20,<1 year,Certified,Morning,66,,Very High,56.87963791960606,Moderate
2019,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Explosion,Truck,6,0,31,5–10 years,Advanced,Night,77,98.18917442049305,Very High,72.99458721024652,High
2019,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,6,0,34,10+ years,None,Afternoon,64,,Very High,65.22074053086693,Moderate
2019,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,6,0,41,10+ years,Basic,Night,52,105.1163936241434,Very High,84.9581968120717,Very High
2019,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Machinery collision,Truck,6,0,23,1–3 years,Certified,Night,62,96.66930953323514,Very High,82.23465476661757,Very High
2019,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Face,Fall of person,Excavator,3,0,35,5–10 years,Basic,Night,84,77.51065958315371,High,66.55532979157685,Moderate
2019,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Shaft,Vehicle rollover,None,2,0,45,10+ years,Advanced,Night,85,,Very High,30.31685722232834,Low
2019,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Side fall,Loader,5,0,36,5–10 years,Basic,Night,80,86.18838952468015,Very High,70.09419476234008,High
2019,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,4,0,27,5–10 years,Basic,Night,71,70.79122939026442,High,54.09561469513221,Low
2019,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Gas leakage,Loader,7,0,30,1–3 years,Certified,Afternoon,64,92.52927518709112,Very High,69.56463759354556,High
2019,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,18,1–3 years,Intermediate,Afternoon,75,92.39510740794876,Very High,77.69755370397438,High
2019,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Machinery collision,None,3,0,23,1–3 years,Advanced,Night,56,,Very High,67.65083269797606,High
2019,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Fire,Truck,6,0,33,5–10 years,Certified,Night,83,85.05403854400255,Very High,63.12701927200128,Moderate
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,3,0,27,1–3 years,Basic,Morning,59,75.62191522861733,High,59.11095761430866,Moderate
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Side fall,Dumper,5,0,29,1–3 years,Basic,Morning,54,96.48401536653104,Very High,84.04200768326552,Very High
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,8,0,32,3–5 years,Intermediate,Night,54,112.12781188517988,Very High,90.36390594258992,Very High
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Dumper,3,0,26,3–5 years,Advanced,Afternoon,93,67.55893297362617,High,53.87946648681309,Low
2019,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Stockyard,Gas leakage,Heavy Earth Moving Machinery,7,0,39,10+ years,Basic,Night,50,110.29666540995376,Very High,87.64833270497688,Very High
2019,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,5,0,26,1–3 years,Basic,Night,46,98.07942778252924,Very High,82.73971389126463,Very High
2019,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Explosion,Loader,2,0,42,3–5 years,Certified,Afternoon,95,65.38798385997087,High,47.69399192998544,Low
2019,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Gas leakage,Heavy Earth Moving Machinery,9,0,27,1–3 years,None,Afternoon,47,,Very High,85.69031405087382,Very High
2019,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Stockyard,Fall of person,None,5,1,18,<1 year,Advanced,Afternoon,65,,Very High,46.86355863353305,Low
2019,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Haul Road,Fire,Dumper,6,0,27,1–3 years,None,Morning,55,,Very High,76.68477455137092,High
2019,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Excavation Area,Roof fall,Drill,3,0,27,3–5 years,Certified,Night,74,53.3759304740012,Moderate,39.987965237000594,Low
2019,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Fire,Dumper,6,0,30,1–3 years,Advanced,Morning,64,66.54324554884907,High,47.57162277442453,Low
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,5,0,34,3–5 years,Basic,Afternoon,64,91.03244349400028,Very High,71.31622174700014,High
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Excavation Area,Roof fall,Truck,3,0,41,10+ years,Advanced,Night,100,71.16665077585175,High,54.583325387925875,Low
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Side fall,Heavy Earth Moving Machinery,7,0,25,1–3 years,Intermediate,Afternoon,59,100.89647926820862,Very High,82.74823963410431,Very High
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Roof fall,Dumper,7,0,24,3–5 years,None,Night,40,,Very High,84.25669101852856,Very High
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Blasting accident,None,5,0,20,1–3 years,Intermediate,Afternoon,58,,Very High,54.97550645430617,Low
2019,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Workshop,Fire,Excavator,5,0,28,1–3 years,Intermediate,Night,66,84.01098251405666,High,69.20549125702834,High
2019,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Machinery collision,None,5,0,33,3–5 years,None,Morning,25,,Very High,84.65160911638745,Very High
2019,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Haul Road,Machinery collision,Heavy Earth Moving Machinery,7,1,19,1–3 years,None,Morning,34,,Very High,91.64567657697577,Very High
2019,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Gas leakage,Truck,2,0,38,1–3 years,Certified,Night,89,88.30047893367102,Very High,70.4502394668355,High
2019,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Roof fall,Dumper,4,0,20,1–3 years,Intermediate,Night,61,95.01177047399143,Very High,86.20588523699573,Very High
2019,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,8,0,28,<1 year,Intermediate,Afternoon,44,102.09801121282996,Very High,82.34900560641498,Very High
2019,Uttar Pradesh,Mirzapur,Obra Coal Mine,Opencast,Face,Side fall,None,4,1,33,3–5 years,None,Night,50,,Very High,65.35722831669402,Moderate
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Machinery collision,Dumper,5,1,18,1–3 years,None,Night,45,,Very High,107.32586290855124,Very High
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,3,0,24,<1 year,Certified,Night,72,85.9451017887841,Very High,75.87255089439205,High
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Fall of person,Truck,4,0,36,10+ years,Certified,Night,100,56.71111841773428,Moderate,46.355559208867135,Low
2019,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Blasting accident,Drill,5,0,38,10+ years,Basic,Night,83,78.77474884596765,High,57.98737442298383,Moderate
2019,West Bengal,Bankura,Bankura Coal Mine,Opencast,Workshop,Machinery collision,Truck,6,1,51,10+ years,Certified,Night,79,74.3798662844349,High,45.989933142217446,Low
2019,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Explosion,Excavator,8,0,18,1–3 years,None,Morning,61,,Very High,77.48611364925775,High
2020,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Fall of person,Excavator,3,0,23,<1 year,Advanced,Afternoon,74,70.51584677752672,High,64.05792338876336,Moderate
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fall of person,None,3,0,43,10+ years,None,Night,65,,Very High,66.96409987471527,High
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fall of person,Heavy Earth Moving Machinery,7,0,24,<1 year,Basic,Afternoon,39,107.60766263401072,Very High,98.60383131700536,Very High
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Stockyard,Explosion,Loader,3,0,48,10+ years,Advanced,Night,86,64.97014490249377,High,49.18507245124689,Low
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Face,Side fall,Truck,7,0,43,10+ years,None,Afternoon,39,,Very High,90.06311155749513,Very High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Fall of person,Loader,4,0,28,5–10 years,Advanced,Afternoon,79,64.54621139315262,High,55.073105696576306,Low
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Workshop,Gas leakage,Dumper,3,0,22,<1 year,Advanced,Morning,77,78.44363026239202,High,61.12181513119601,Moderate
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Haul Road,Fire,Heavy Earth Moving Machinery,5,0,22,<1 year,Intermediate,Night,48,110.7014248677982,Very High,89.9507124338991,Very High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Side fall,Excavator,6,0,18,1–3 years,None,Night,47,,Very High,97.21531924640404,Very High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Workshop,Electrical accident,Heavy Earth Moving Machinery,9,0,30,5–10 years,None,Morning,44,,Very High,70.68012294007315,High
2020,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,7,0,29,5–10 years,Intermediate,Night,82,84.12393516838925,High,63.961967584194625,Moderate
2020,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Gas leakage,None,4,0,22,<1 year,Basic,Night,52,,Very High,79.99494127072438,High
2020,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Fall of person,Loader,8,0,23,1–3 years,Intermediate,Night,45,89.92594745603044,Very High,72.46297372801521,High
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Machinery collision,Drill,4,0,38,10+ years,None,Afternoon,76,,Very High,56.42268272215972,Moderate
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Electrical accident,Truck,8,1,29,3–5 years,Intermediate,Night,34,120.69087424135236,Very High,93.64543712067618,Very High
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Explosion,Heavy Earth Moving Machinery,10,0,25,1–3 years,None,Morning,33,,Very High,84.84553811289535,Very High
2020,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Gas leakage,None,4,0,38,10+ years,Basic,Afternoon,62,,Very High,61.03869302848234,Moderate
2020,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Haul Road,Blasting accident,Truck,4,0,22,<1 year,Advanced,Night,63,97.93095565201033,Very High,75.56547782600515,High
2020,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Machinery collision,Truck,6,0,33,5–10 years,Basic,Afternoon,41,104.16495940617256,Very High,92.28247970308628,Very High
2020,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Vehicle rollover,Dumper,8,0,29,1–3 years,Basic,Afternoon,54,106.00684688839576,Very High,85.80342344419789,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Workshop,Gas leakage,Loader,6,1,49,10+ years,Intermediate,Afternoon,70,94.76057596684446,Very High,59.38028798342223,Moderate
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Blasting accident,Excavator,5,0,19,1–3 years,Basic,Morning,63,88.19511811245665,Very High,74.69755905622833,High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Fire,Truck,4,0,28,3–5 years,None,Morning,59,,Very High,85.94818496362083,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Gas leakage,Truck,8,0,18,<1 year,Advanced,Night,55,113.05036960312718,Very High,92.52518480156358,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Vehicle rollover,None,4,0,35,1–3 years,Advanced,Afternoon,76,,Very High,39.19535219709766,Low
2020,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Gas leakage,Drill,3,0,37,5–10 years,None,Afternoon,68,,Very High,51.453980432289065,Low
2020,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Workshop,Fire,Drill,6,0,37,5–10 years,Basic,Night,57,76.29804069703577,High,55.549020348517885,Low
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Haul Road,Machinery collision,Truck,3,0,25,1–3 years,Intermediate,Morning,76,71.59199316498179,High,57.995996582490896,Moderate
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Shaft,Vehicle rollover,Dumper,5,0,24,3–5 years,Basic,Afternoon,68,85.60457443118017,Very High,64.90228721559008,Moderate
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Blasting accident,Truck,2,0,31,5–10 years,Intermediate,Night,95,69.83708330434082,High,49.41854165217041,Low
2020,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Workshop,Fall of person,Dumper,5,0,26,3–5 years,None,Morning,36,,Very High,91.30636491502311,Very High
2020,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Workshop,Machinery collision,Loader,6,0,24,<1 year,Basic,Afternoon,45,83.93060974844781,High,69.9653048742239,High
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Workshop,Machinery collision,Excavator,6,0,22,3–5 years,Basic,Morning,40,78.48928254688272,High,61.74464127344136,Moderate
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Face,Side fall,None,5,0,41,10+ years,Intermediate,Night,81,,Very High,51.86668401147671,Low
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Gas leakage,Loader,5,0,32,5–10 years,None,Morning,47,,Very High,86.87960586643534,Very High
2020,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Haul Road,Explosion,Dumper,5,0,22,<1 year,Advanced,Morning,64,79.1668068585794,High,57.3834034292897,Moderate
2020,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Electrical accident,None,4,0,32,10+ years,Certified,Night,74,,Very High,30.32055631563845,Low
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Side fall,Heavy Earth Moving Machinery,5,0,20,1–3 years,Advanced,Morning,59,87.00242941822391,Very High,79.30121470911196,High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Fall of person,Loader,5,0,28,1–3 years,Basic,Afternoon,42,87.70441710276077,Very High,83.75220855138039,Very High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Side fall,Truck,5,0,28,3–5 years,Basic,Afternoon,39,89.29697991327696,Very High,76.44848995663848,High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Haul Road,Fall of person,Truck,5,0,35,5–10 years,Basic,Afternoon,59,78.36346935378522,High,66.9817346768926,High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Explosion,Truck,4,0,41,5–10 years,Certified,Morning,87,74.80157514590483,High,53.800787572952416,Low
2020,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,5,0,48,10+ years,Certified,Night,77,73.56702390310863,High,57.183511951554316,Moderate
2020,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,4,0,19,<1 year,Intermediate,Afternoon,51,96.10468335686356,Very High,82.25234167843178,Very High
2020,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Fall of person,Heavy Earth Moving Machinery,5,0,21,1–3 years,Basic,Night,50,114.8016953527442,Very High,103.9008476763721,Very High
2020,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Roof fall,Truck,7,0,28,<1 year,Advanced,Night,78,82.49238537735039,High,59.846192688675195,Moderate
2020,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,44,5–10 years,Basic,Night,61,95.00634131460656,Very High,82.70317065730329,Very High
2020,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,None,6,0,36,3–5 years,Certified,Night,78,,Very High,52.98383834301301,Low
2020,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,5,0,35,10+ years,Certified,Afternoon,71,49.31906717191743,Moderate,32.859533585958715,Low
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Shaft,Side fall,None,5,0,18,<1 year,Intermediate,Night,57,,Very High,84.1629175317087,Very High
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,0,37,<1 year,Certified,Afternoon,83,83.51776048288515,High,61.85888024144258,Moderate
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Gas leakage,Heavy Earth Moving Machinery,9,1,22,1–3 years,Basic,Morning,43,130.9232973915812,Very High,94.5616486957906,Very High
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Vehicle rollover,Excavator,3,0,19,1–3 years,Intermediate,Morning,58,58.947461883636485,Moderate,53.57373094181825,Low
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Side fall,Excavator,4,0,30,1–3 years,Basic,Night,48,102.21548949666165,Very High,89.70774474833082,Very High
2020,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Shaft,Vehicle rollover,Truck,4,0,25,3–5 years,Advanced,Afternoon,71,83.14184061898952,High,70.27092030949477,High
2020,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Gas leakage,Excavator,8,0,27,1–3 years,Basic,Afternoon,49,110.35126524789383,Very High,83.97563262394692,Very High
2020,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Shaft,Fire,None,4,0,20,<1 year,Basic,Night,50,,Very High,69.81114468241127,High
2020,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Roof fall,Drill,3,0,24,3–5 years,Certified,Morning,87,40.80249990818491,Moderate,25.301249954092455,Low
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Shaft,Fire,Drill,4,0,23,3–5 years,Basic,Morning,83,71.82097479887273,High,55.510487399436364,Low
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Haul Road,Fall of person,Truck,7,0,18,<1 year,Intermediate,Afternoon,54,104.58792237505898,Very High,95.09396118752949,Very High
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Side fall,Truck,9,0,18,<1 year,None,Night,56,,Very High,102.09986905704152,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Electrical accident,Heavy Earth Moving Machinery,6,0,23,<1 year,None,Morning,40,,Very High,98.245699864695,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Machinery collision,Truck,5,0,18,<1 year,Intermediate,Night,58,101.52951828246962,Very High,95.86475914123481,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Gas leakage,None,5,0,30,5–10 years,Basic,Night,66,,Very High,65.71524102995741,Moderate
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,4,0,26,1–3 years,Certified,Night,65,90.4811825268476,Very High,77.7405912634238,High
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Vehicle rollover,Truck,4,0,39,10+ years,Intermediate,Night,94,78.457755336235,High,62.028877668117495,Moderate
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Stockyard,Explosion,None,5,0,22,1–3 years,Intermediate,Afternoon,59,,Very High,64.92322975617778,Moderate
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Explosion,Dumper,9,0,23,<1 year,Advanced,Night,60,107.50143163264852,Very High,81.75071581632426,Very High
2020,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Excavation Area,Vehicle rollover,None,5,0,26,3–5 years,Intermediate,Night,62,,Very High,47.93177165852875,Low
2020,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Gas leakage,Loader,9,0,22,<1 year,Intermediate,Night,55,118.11070728759404,Very High,89.05535364379702,Very High
2020,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Face,Explosion,Loader,7,0,21,<1 year,Basic,Morning,46,108.92925604791836,Very High,85.66462802395918,Very High
2020,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Side fall,Dumper,5,0,24,3–5 years,Intermediate,Afternoon,65,83.00605385377378,High,71.00302692688689,High
2020,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Excavation Area,Explosion,Excavator,5,0,24,3–5 years,Basic,Night,70,88.20460790209009,Very High,61.102303951045045,Moderate
2020,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Fall of person,None,7,0,39,3–5 years,None,Afternoon,48,,Very High,77.23134926858572,High
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Explosion,Heavy Earth Moving Machinery,7,0,28,1–3 years,Certified,Night,93,97.5171887362553,Very High,67.85859436812765,High
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Haul Road,Fire,Dumper,9,0,32,3–5 years,Basic,Afternoon,50,111.27007392564045,Very High,88.13503696282022,Very High
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Electrical accident,Loader,3,0,35,5–10 years,Advanced,Afternoon,66,69.84299169952794,High,55.121495849763974,Low
2020,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Vehicle rollover,Excavator,6,0,34,1–3 years,Intermediate,Afternoon,52,83.22136336977282,High,61.51068168488641,Moderate
2021,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Workshop,Fall of person,Drill,5,0,29,<1 year,Certified,Afternoon,89,47.404143406083705,Moderate,32.00207170304185,Low
2021,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Machinery collision,Truck,5,0,18,1–3 years,Intermediate,Morning,76,86.48628380381741,Very High,74.94314190190872,High
2021,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Excavation Area,Blasting accident,Excavator,5,0,34,3–5 years,Intermediate,Afternoon,63,76.38150379834059,High,53.790751899170296,Low
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Side fall,Dumper,4,0,25,3–5 years,Intermediate,Night,51,101.0745262301294,Very High,88.23726311506469,Very High
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,6,0,20,<1 year,Intermediate,Afternoon,64,85.5403061576796,Very High,75.0701530788398,High
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Side fall,Excavator,7,0,25,3–5 years,Basic,Night,66,83.34420583999375,High,61.37210291999688,Moderate
2021,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,5,0,41,5–10 years,Certified,Afternoon,91,74.83369794739835,High,55.61684897369918,Moderate
2021,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Stockyard,Vehicle rollover,Dumper,5,0,22,<1 year,Advanced,Night,60,74.96504205430755,High,61.48252102715377,Moderate
2021,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Vehicle rollover,Truck,5,0,36,10+ years,Basic,Morning,55,70.2669659493369,High,56.13348297466845,Moderate
2021,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Side fall,Dumper,6,1,35,5–10 years,None,Afternoon,61,,Very High,76.4215356444798,High
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Excavation Area,Machinery collision,Truck,6,0,27,1–3 years,None,Morning,25,,Very High,85.96118633111088,Very High
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Stockyard,Electrical accident,Truck,4,0,27,5–10 years,Intermediate,Morning,77,61.07016902318385,High,45.935084511591924,Low
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Machinery collision,Truck,3,0,35,10+ years,Advanced,Night,73,66.8094282083841,High,51.504714104192054,Low
2021,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Machinery collision,Loader,7,0,33,3–5 years,Intermediate,Night,64,95.6963791216791,Very High,79.14818956083955,High
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Blasting accident,Loader,5,0,39,10+ years,Basic,Night,80,89.51446218228517,Very High,66.25723109114259,Moderate
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Machinery collision,Truck,5,0,18,<1 year,Intermediate,Night,74,87.87959416714044,Very High,81.23979708357022,Very High
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Roof fall,Excavator,2,0,38,10+ years,Intermediate,Morning,94,35.58647024257938,Moderate,23.59323512128969,Low
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Fall of person,Truck,9,0,21,1–3 years,Certified,Night,72,92.97780920441352,Very High,73.88890460220676,High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Blasting accident,Truck,9,0,28,1–3 years,Certified,Morning,77,89.73626179575723,Very High,61.26813089787861,Moderate
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Roof fall,Dumper,5,0,25,1–3 years,Basic,Afternoon,75,90.86922100762362,Very High,74.43461050381181,High
