Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level
2019,Uttar Pradesh,Mirzapur,Obra Coal Mine,Opencast,Face,Side fall,,4,1,33,3–5 years,,Night,50,,Very High
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Machinery collision,Dumper,5,1,18,1–3 years,,Night,45,,Very High
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,3,0,24,<1 year,Certified,Night,72,85.9451017887841,Very High
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Fall of person,Truck,4,0,36,10+ years,Certified,Night,100,56.711118417734276,Moderate
2019,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Blasting accident,Drill,5,0,38,10+ years,Basic,Night,83,78.77474884596765,High
2019,West Bengal,Bankura,Bankura Coal Mine,Opencast,Workshop,Machinery collision,Truck,6,1,51,10+ years,Certified,Night,79,74.3798662844349,High
2019,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Explosion,Excavator,8,0,18,1–3 years,,Morning,61,,Very High
2020,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Fall of person,Excavator,3,0,23,<1 year,Advanced,Afternoon,74,70.51584677752672,High
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fall of person,,3,0,43,10+ years,,Night,65,,Very High
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fall of person,Heavy Earth Moving Machinery,7,0,24,<1 year,Basic,Afternoon,39,107.60766263401071,Very High
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Stockyard,Explosion,Loader,3,0,48,10+ years,Advanced,Night,86,64.97014490249377,High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Face,Side fall,Truck,7,0,43,10+ years,,Afternoon,39,,Very High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Fall of person,Loader,4,0,28,5–10 years,Advanced,Afternoon,79,64.54621139315262,High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Workshop,Gas leakage,Dumper,3,0,22,<1 year,Advanced,Morning,77,78.44363026239202,High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Haul Road,Fire,Heavy Earth Moving Machinery,5,0,22,<1 year,Intermediate,Night,48,110.70142486779821,Very High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Side fall,Excavator,6,0,18,1–3 years,,Night,47,,Very High
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Workshop,Electrical accident,Heavy Earth Moving Machinery,9,0,30,5–10 years,,Morning,44,,Very High
2020,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,7,0,29,5–10 years,Intermediate,Night,82,84.12393516838925,High
2020,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Gas leakage,,4,0,22,<1 year,Basic,Night,52,,Very High
2020,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Fall of person,Loader,8,0,23,1–3 years,Intermediate,Night,45,89.92594745603044,Very High
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Machinery collision,Drill,4,0,38,10+ years,,Afternoon,76,,Very High
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Electrical accident,Truck,8,1,29,3–5 years,Intermediate,Night,34,120.69087424135236,Very High
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Explosion,Heavy Earth Moving Machinery,10,0,25,1–3 years,,Morning,33,,Very High
2020,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Gas leakage,,4,0,38,10+ years,Basic,Afternoon,62,,Very High
2020,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Haul Road,Blasting accident,Truck,4,0,22,<1 year,Advanced,Night,63,97.93095565201031,Very High
2020,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Machinery collision,Truck,6,0,33,5–10 years,Basic,Afternoon,41,104.16495940617257,Very High
2020,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Vehicle rollover,Dumper,8,0,29,1–3 years,Basic,Afternoon,54,106.00684688839577,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Workshop,Gas leakage,Loader,6,1,49,10+ years,Intermediate,Afternoon,70,94.76057596684446,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Blasting accident,Excavator,5,0,19,1–3 years,Basic,Morning,63,88.19511811245665,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Fire,Truck,4,0,28,3–5 years,,Morning,59,,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Gas leakage,Truck,8,0,18,<1 year,Advanced,Night,55,113.05036960312718,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Vehicle rollover,,4,0,35,1–3 years,Advanced,Afternoon,76,,Very High
2020,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Gas leakage,Drill,3,0,37,5–10 years,,Afternoon,68,,Very High
2020,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Workshop,Fire,Drill,6,0,37,5–10 years,Basic,Night,57,76.29804069703577,High
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Haul Road,Machinery collision,Truck,3,0,25,1–3 years,Intermediate,Morning,76,71.59199316498179,High
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Shaft,Vehicle rollover,Dumper,5,0,24,3–5 years,Basic,Afternoon,68,85.60457443118017,Very High
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Blasting accident,Truck,2,0,31,5–10 years,Intermediate,Night,95,69.83708330434082,High
2020,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Workshop,Fall of person,Dumper,5,0,26,3–5 years,,Morning,36,,Very High
2020,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Workshop,Machinery collision,Loader,6,0,24,<1 year,Basic,Afternoon,45,83.93060974844781,High
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Workshop,Machinery collision,Excavator,6,0,22,3–5 years,Basic,Morning,40,78.48928254688272,High
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Face,Side fall,,5,0,41,10+ years,Intermediate,Night,81,,Very High
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Gas leakage,Loader,5,0,32,5–10 years,,Morning,47,,Very High
2020,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Haul Road,Explosion,Dumper,5,0,22,<1 year,Advanced,Morning,64,79.1668068585794,High
2020,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Electrical accident,,4,0,32,10+ years,Certified,Night,74,,Very High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Side fall,Heavy Earth Moving Machinery,5,0,20,1–3 years,Advanced,Morning,59,87.00242941822391,Very High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Fall of person,Loader,5,0,28,1–3 years,Basic,Afternoon,42,87.70441710276077,Very High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Side fall,Truck,5,0,28,3–5 years,Basic,Afternoon,39,89.29697991327696,Very High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Haul Road,Fall of person,Truck,5,0,35,5–10 years,Basic,Afternoon,59,78.36346935378522,High
2020,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Explosion,Truck,4,0,41,5–10 years,Certified,Morning,87,74.80157514590483,High
2020,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,5,0,48,10+ years,Certified,Night,77,73.56702390310863,High
2020,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,4,0,19,<1 year,Intermediate,Afternoon,51,96.10468335686355,Very High
2020,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Fall of person,Heavy Earth Moving Machinery,5,0,21,1–3 years,Basic,Night,50,114.8016953527442,Very High
2020,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Roof fall,Truck,7,0,28,<1 year,Advanced,Night,78,82.49238537735039,High
2020,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,44,5–10 years,Basic,Night,61,95.00634131460656,Very High
2020,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,,6,0,36,3–5 years,Certified,Night,78,,Very High
2020,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,5,0,35,10+ years,Certified,Afternoon,71,49.31906717191743,Moderate
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Shaft,Side fall,,5,0,18,<1 year,Intermediate,Night,57,,Very High
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,0,37,<1 year,Certified,Afternoon,83,83.51776048288515,High
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Gas leakage,Heavy Earth Moving Machinery,9,1,22,1–3 years,Basic,Morning,43,130.9232973915812,Very High
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Vehicle rollover,Excavator,3,0,19,1–3 years,Intermediate,Morning,58,58.947461883636485,Moderate
2020,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Side fall,Excavator,4,0,30,1–3 years,Basic,Night,48,102.21548949666165,Very High
2020,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Shaft,Vehicle rollover,Truck,4,0,25,3–5 years,Advanced,Afternoon,71,83.14184061898952,High
2020,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Gas leakage,Excavator,8,0,27,1–3 years,Basic,Afternoon,49,110.35126524789385,Very High
2020,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Shaft,Fire,,4,0,20,<1 year,Basic,Night,50,,Very High
2020,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Roof fall,Drill,3,0,24,3–5 years,Certified,Morning,87,40.80249990818491,Moderate
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Shaft,Fire,Drill,4,0,23,3–5 years,Basic,Morning,83,71.82097479887273,High
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Haul Road,Fall of person,Truck,7,0,18,<1 year,Intermediate,Afternoon,54,104.58792237505898,Very High
2020,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Side fall,Truck,9,0,18,<1 year,,Night,56,,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Electrical accident,Heavy Earth Moving Machinery,6,0,23,<1 year,,Morning,40,,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Machinery collision,Truck,5,0,18,<1 year,Intermediate,Night,58,101.52951828246962,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Gas leakage,,5,0,30,5–10 years,Basic,Night,66,,Very High
2020,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,4,0,26,1–3 years,Certified,Night,65,90.48118252684759,Very High
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Vehicle rollover,Truck,4,0,39,10+ years,Intermediate,Night,94,78.457755336235,High
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Stockyard,Explosion,,5,0,22,1–3 years,Intermediate,Afternoon,59,,Very High
2020,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Explosion,Dumper,9,0,23,<1 year,Advanced,Night,60,107.50143163264852,Very High
2020,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Excavation Area,Vehicle rollover,,5,0,26,3–5 years,Intermediate,Night,62,,Very High
2020,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Gas leakage,Loader,9,0,22,<1 year,Intermediate,Night,55,118.11070728759404,Very High
2020,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Face,Explosion,Loader,7,0,21,<1 year,Basic,Morning,46,108.92925604791836,Very High
2020,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Side fall,Dumper,5,0,24,3–5 years,Intermediate,Afternoon,65,83.00605385377378,High
2020,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Excavation Area,Explosion,Excavator,5,0,24,3–5 years,Basic,Night,70,88.20460790209009,Very High
2020,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Fall of person,,7,0,39,3–5 years,,Afternoon,48,,Very High
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Explosion,Heavy Earth Moving Machinery,7,0,28,1–3 years,Certified,Night,93,97.5171887362553,Very High
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Haul Road,Fire,Dumper,9,0,32,3–5 years,Basic,Afternoon,50,111.27007392564043,Very High
2020,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Electrical accident,Loader,3,0,35,5–10 years,Advanced,Afternoon,66,69.84299169952794,High
2020,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Vehicle rollover,Excavator,6,0,34,1–3 years,Intermediate,Afternoon,52,83.22136336977282,High
2021,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Workshop,Fall of person,Drill,5,0,29,<1 year,Certified,Afternoon,89,47.404143406083705,Moderate
2021,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Machinery collision,Truck,5,0,18,1–3 years,Intermediate,Morning,76,86.48628380381741,Very High
2021,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Excavation Area,Blasting accident,Excavator,5,0,34,3–5 years,Intermediate,Afternoon,63,76.38150379834059,High
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Side fall,Dumper,4,0,25,3–5 years,Intermediate,Night,51,101.0745262301294,Very High
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,6,0,20,<1 year,Intermediate,Afternoon,64,85.5403061576796,Very High
2021,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Side fall,Excavator,7,0,25,3–5 years,Basic,Night,66,83.34420583999375,High
2021,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,5,0,41,5–10 years,Certified,Afternoon,91,74.83369794739835,High
2021,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Stockyard,Vehicle rollover,Dumper,5,0,22,<1 year,Advanced,Night,60,74.96504205430755,High
2021,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Vehicle rollover,Truck,5,0,36,10+ years,Basic,Morning,55,70.2669659493369,High
2021,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Side fall,Dumper,6,1,35,5–10 years,,Afternoon,61,,Very High
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Excavation Area,Machinery collision,Truck,6,0,27,1–3 years,,Morning,25,,Very High
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Stockyard,Electrical accident,Truck,4,0,27,5–10 years,Intermediate,Morning,77,61.07016902318385,High
2021,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Machinery collision,Truck,3,0,35,10+ years,Advanced,Night,73,66.8094282083841,High
2021,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Machinery collision,Loader,7,0,33,3–5 years,Intermediate,Night,64,95.6963791216791,Very High
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Blasting accident,Loader,5,0,39,10+ years,Basic,Night,80,89.51446218228517,Very High
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Machinery collision,Truck,5,0,18,<1 year,Intermediate,Night,74,87.87959416714044,Very High
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Roof fall,Excavator,2,0,38,10+ years,Intermediate,Morning,94,35.58647024257938,Moderate
2021,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Fall of person,Truck,9,0,21,1–3 years,Certified,Night,72,92.97780920441353,Very High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Blasting accident,Truck,9,0,28,1–3 years,Certified,Morning,77,89.73626179575723,Very High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Roof fall,Dumper,5,0,25,1–3 years,Basic,Afternoon,75,90.86922100762362,Very High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Blasting accident,,7,0,21,1–3 years,,Morning,41,,Very High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fall of person,,4,0,28,3–5 years,Basic,Morning,67,,Very High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Stockyard,Side fall,Loader,3,0,31,5–10 years,,Afternoon,52,,Very High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Haul Road,Vehicle rollover,Truck,6,0,36,10+ years,Advanced,Night,67,80.87869019532016,High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Face,Gas leakage,Excavator,4,0,20,1–3 years,Advanced,Morning,65,68.4663929843874,High
2021,Jharkhand,Giridih,Giridih Coalfield,Opencast,Haul Road,Fire,Truck,4,0,23,1–3 years,Intermediate,Night,77,81.44048085469058,High
2021,Jharkhand,Giridih,Giridih Coalfield,Underground,Workshop,Machinery collision,Excavator,4,0,41,10+ years,Basic,Night,76,70.54453233065323,High
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Roof fall,Heavy Earth Moving Machinery,4,0,33,5–10 years,Certified,Afternoon,95,67.76314591244419,High
2021,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Blasting accident,Drill,2,0,39,10+ years,Intermediate,Afternoon,92,47.949283610907315,Moderate
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Side fall,Excavator,7,0,35,3–5 years,Basic,Night,67,97.02056928200496,Very High
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Fall of person,Heavy Earth Moving Machinery,4,0,34,10+ years,Basic,Morning,55,81.05709581465783,High
2021,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Stockyard,Gas leakage,Dumper,5,0,53,10+ years,Intermediate,Night,83,71.81618606207138,High
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Stockyard,Gas leakage,Dumper,4,0,25,5–10 years,Certified,Morning,83,63.67896952651024,High
2021,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Workshop,Electrical accident,Loader,4,0,20,<1 year,Intermediate,Afternoon,64,67.22850867095063,High
2021,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,7,0,34,<1 year,Certified,Night,67,101.77187856018178,Very High
2021,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Truck,4,0,23,1–3 years,Intermediate,Night,62,81.0590307103225,High
2021,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Haul Road,Vehicle rollover,Drill,3,0,26,<1 year,Intermediate,Night,81,80.38540277861127,High
2021,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Excavation Area,Blasting accident,Dumper,7,0,32,1–3 years,,Night,58,,Very High
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Roof fall,,4,0,18,<1 year,Advanced,Morning,69,,Very High
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Shaft,Explosion,Loader,4,0,39,10+ years,Intermediate,Morning,90,69.14105420788691,High
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,31,3–5 years,Advanced,Night,76,83.80109796802965,High
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,Excavator,6,0,24,1–3 years,Basic,Afternoon,46,96.45591964293688,Very High
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Machinery collision,Dumper,1,0,40,10+ years,Advanced,Morning,99,51.95068780123668,Moderate
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Haul Road,Blasting accident,Dumper,6,0,38,10+ years,,Morning,56,,Very High
2021,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Workshop,Electrical accident,Loader,3,0,34,3–5 years,Certified,Afternoon,86,49.0566668001737,Moderate
2021,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Machinery collision,,2,0,34,5–10 years,Intermediate,Morning,90,,Very High
2021,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Electrical accident,Excavator,7,0,28,<1 year,Intermediate,Morning,57,84.0779954095579,High
2021,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,3,0,18,<1 year,Certified,Morning,65,64.69672703742128,High
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Workshop,Electrical accident,Excavator,4,0,26,3–5 years,Intermediate,Morning,63,67.69979321139343,High
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Face,Vehicle rollover,Excavator,7,0,32,10+ years,Intermediate,Afternoon,64,71.19231534105766,High
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Shaft,Explosion,Heavy Earth Moving Machinery,6,0,24,1–3 years,Certified,Night,83,90.73923575120578,Very High
2021,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Face,Gas leakage,Drill,6,0,26,1–3 years,Advanced,Night,64,83.86749706977811,High
2021,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Machinery collision,Excavator,2,0,44,10+ years,Advanced,Night,73,59.379870854005134,Moderate
2021,Odisha,Angul,Talcher Coal Mine,Underground,Face,Gas leakage,Truck,5,0,45,10+ years,Advanced,Night,93,78.80385584177448,High
2021,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Electrical accident,Excavator,5,0,39,1–3 years,Certified,Morning,83,64.10622785222306,High
2021,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Shaft,Fire,,3,0,42,10+ years,Intermediate,Night,77,,Very High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Explosion,Dumper,4,0,35,3–5 years,Basic,Night,54,104.71552323382096,Very High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Blasting accident,Excavator,4,0,26,<1 year,Advanced,Night,66,79.0782996457383,High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Vehicle rollover,Heavy Earth Moving Machinery,6,0,31,5–10 years,Certified,Night,91,80.08832963407693,High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Face,Blasting accident,Heavy Earth Moving Machinery,5,0,43,10+ years,Intermediate,Night,67,80.3778382375983,High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Stockyard,Explosion,Loader,8,0,33,1–3 years,Basic,Afternoon,51,88.17421471896971,Very High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Gas leakage,Excavator,3,0,33,5–10 years,Intermediate,Morning,67,75.0138545434689,High
2021,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Stockyard,Fire,,3,0,44,10+ years,Intermediate,Night,88,,Very High
2021,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Electrical accident,Drill,2,0,32,5–10 years,Advanced,Night,92,50.510985161609305,Moderate
2021,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Face,Side fall,,4,0,20,<1 year,Basic,Night,38,,Very High
2021,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Fall of person,,4,1,19,<1 year,Basic,Afternoon,57,,Very High
2021,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Blasting accident,Heavy Earth Moving Machinery,3,0,41,10+ years,Advanced,Morning,87,77.94856654029026,High
2021,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Excavation Area,Fall of person,,3,0,33,5–10 years,Advanced,Morning,86,,Very High
2021,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Electrical accident,Heavy Earth Moving Machinery,7,1,44,10+ years,,Night,48,,Very High
2021,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Roof fall,Loader,6,0,32,<1 year,Basic,Morning,25,99.9197765555601,Very High
2021,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Fall of person,Excavator,4,0,30,5–10 years,,Afternoon,61,,Very High
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Roof fall,Loader,7,0,37,5–10 years,Basic,Night,65,91.55486319468694,Very High
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Face,Machinery collision,Excavator,7,0,18,3–5 years,,Afternoon,47,,Very High
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,3,0,39,5–10 years,,Afternoon,61,,Very High
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Fire,Dumper,5,1,23,1–3 years,Basic,Morning,50,102.85101538269417,Very High
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Excavation Area,Side fall,Excavator,5,0,40,3–5 years,Advanced,Morning,63,59.03864528766557,Moderate
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Gas leakage,Truck,7,0,30,<1 year,,Night,27,,Very High
2021,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Face,Side fall,Excavator,3,0,39,10+ years,Intermediate,Afternoon,74,61.86880107614266,High
2021,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Workshop,Fall of person,Excavator,5,0,39,1–3 years,Advanced,Afternoon,68,75.50471019012656,High
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,4,0,37,3–5 years,Certified,Night,81,88.23766656188052,Very High
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,22,<1 year,Advanced,Morning,80,75.40572970472344,High
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Shaft,Blasting accident,Heavy Earth Moving Machinery,9,1,27,<1 year,,Morning,36,,Very High
2021,West Bengal,Bankura,Bankura Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,4,0,28,1–3 years,Basic,Afternoon,60,93.39742972351269,Very High
2021,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Side fall,,6,0,18,1–3 years,Advanced,Night,58,,Very High
2021,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Machinery collision,Drill,10,0,22,1–3 years,Advanced,Morning,63,78.43042430304452,High
2021,West Bengal,Purulia,Purulia Coal Mine,Opencast,Haul Road,Machinery collision,Loader,3,0,34,5–10 years,,Afternoon,81,,Very High
